P. Habitable Class,P. Mass Class,P. Composition Class,P. Atmosphere Class,P. Zone Class,P. Min Mass (EU),P. Mass (EU),P. Radius (EU),P. Density (EU),P. Gravity (EU),P. Esc Vel (EU),P. SFlux Min (EU),P. SFlux Mean (EU),P. SFlux Max (EU),P. Teq Min (K),P. Teq Mean (K),P. Teq Max (K),P. Ts Min (K),P. Ts Mean (K),P. Ts Max (K),P. Surf Press (EU),P. Mag,P. Appar Size (deg),P. Period (days),P. Sem Major Axis (AU),P. Eccentricity,P. Mean Distance (AU),P. Inclination (deg),P. Omega (deg),S. Mass (SU),S. Radius (SU),S. Teff (K),S. Luminosity (SU),S. [Fe/H],S. Age (Gyrs),S. Appar Mag,S. Distance (pc),S. RA (hrs),S. DEC (deg),S. Mag from Planet,S. Size from Planet (deg),S. No. Planets,S. No. Planets HZ,S. Hab Zone Min (AU),S. Hab Zone Max (AU),P. HZD,P. HZC,P. HZA,P. HZI,P. ESI,S. HabCat,P. Habitable
2,2,3,1,3,4.62254,14.78,2.18,1.42,3.1,2.6,0.18428,0.59672,0.39951,210.46201,229.97835,248.76976,226.68183,234.21882,313.3057,21.0,-17.2597,4.15,247.35,0.677,0.0,0.68,89.80356,0.0,0.68,0.62,4880,0.19559,-0.556,3.3225,11.87857,360.0,19.1626,43.8321,-25.64195,0.488,3,4,0.348,0.846,0.04949,-0.13,1.77,0.36,0.57477,0,1
2,4,3,2,3,2.70376,0.62,0.92,0.8,0.74,0.82,0.23148,0.37838,1.41778,216.04437,187.66407,198.30683,235.48861,272.47404,315.00789,0.5,-17.23067,1.74,6.1,0.0282,0.09,0.03,89.79253,0.0,0.08,0.12,2559,0.00053,0.04,0.5,18.8,12.1,23.1081,-5.0413,-25.61957,2.2216,7,1,0.019,0.051,-0.02246,-0.12,-0.68,0.55,0.84157,0,1
2,4,3,2,3,2.15018,4.8,1.64,1.09,1.79,1.71,0.64494,0.52422,0.9506,215.88375,216.31589,257.81773,257.35205,254.92661,301.67975,5.2,-18.05907,3.11,48.62,0.168,0.21,0.16,89.78355,80.4,0.28,0.29,3550,0.01198,-0.86,8.0,8.8,3.91,5.1947,-45.0183,-26.05309,0.9409,2,3,0.089,0.232,0.24244,-0.15,0.57,0.63,0.76955,0,1
2,4,3,2,3,6.20978,0.62,0.92,0.8,0.74,0.82,0.51177,0.50104,0.52662,226.00873,232.84903,196.67556,242.91953,264.77584,235.60754,0.5,-16.91786,1.74,6.1,0.0282,0.09,0.03,89.70988,0.0,0.08,0.12,2559,0.00053,0.04,0.5,18.8,12.1,23.1081,-5.0413,-25.68881,2.2216,7,2,0.019,0.051,-0.03067,-0.12,-0.68,0.55,0.7226,0,1
2,4,3,2,3,8.32786,2.73,1.4,0.99,1.39,1.4,0.46988,0.4885,0.41269,192.74842,190.81328,253.31914,208.03338,265.83451,292.98184,2.7,-17.47947,2.66,86.83,0.3124,0.0,0.31,89.8494,0.0,0.54,0.51,3784,0.04784,-0.31145,3.72,15.5,236.0,19.8324,46.9967,-26.3237,0.8699,1,3,0.178,0.456,0.34477,-0.16,0.12,0.83,0.8482,0,1
2,4,3,2,3,5.15696,2.34,1.34,0.97,1.3,1.32,0.61127,0.68389,0.32783,178.1566,230.16443,277.84579,223.4604,255.81524,272.94782,2.3,-18.04193,2.55,112.31,0.409,0.04,0.41,89.81893,0.0,0.61,0.59,4402,0.117,-0.37,2.9,7.7,342.0,19.0244,39.2801,-25.42632,0.7685,1,2,0.274,0.681,0.14251,-0.16,-0.06,0.73,0.74296,0,1
2,2,3,1,3,4.09147,14.78,2.18,1.42,3.1,2.6,0.32876,0.47343,1.06953,219.07323,227.25623,233.98398,202.08611,256.99845,270.29005,21.0,-16.98756,4.15,247.35,0.677,0.0,0.68,89.77745,0.0,0.68,0.62,4880,0.19559,-0.556,3.3225,11.87857,360.0,19.1626,43.8321,-25.96686,0.488,3,4,0.348,0.846,-0.12321,-0.13,1.77,0.36,0.8308,0,1
2,2,3,2,3,3.1398,6.14,1.75,1.15,2.01,1.87,0.58469,0.56987,1.09639,213.22027,203.47205,194.87518,212.66856,264.38598,247.77574,7.0,-17.1226,3.33,63.34,0.283,0.12,0.28,89.72481,0.0,0.45,0.43,3572,0.027,-0.12,4.2,10.1,226.0,19.1027,49.4373,-26.17549,0.8155,5,2,0.134,0.347,0.54654,-0.14,0.86,0.51,0.59635,0,1
2,4,3,2,3,5.94807,1.27,1.12,0.9,1.01,1.06,0.31376,0.45398,0.382,177.49254,187.26108,234.43949,235.82138,231.06986,251.41284,1.1,-17.71124,2.13,11.19,0.0485,0.35,0.05,89.95281,310.0,0.12,0.14,3050,0.00154,-0.31145,4.85,11.1,1.29,14.4953,-62.6795,-25.64654,1.654,1,2,0.032,0.086,-0.07578,-0.17,-0.39,0.64,0.67401,0,1
2,4,3,2,3,6.82606,1.27,1.12,0.9,1.01,1.06,0.3984,0.2888,0.85475,227.99418,219.06207,192.84431,246.16135,227.26277,264.14238,1.1,-17.89106,2.13,11.19,0.0485,0.35,0.05,89.91473,310.0,0.12,0.14,3050,0.00154,-0.31145,4.85,11.1,1.29,14.4953,-62.6795,-26.2037,1.654,1,3,0.032,0.086,0.54973,-0.17,-0.39,0.64,0.64873,0,1
2,4,3,2,3,3.66218,4.8,1.64,1.09,1.79,1.71,0.60425,0.61909,1.12076,222.58258,209.5531,277.0857,218.15383,249.67209,247.16622,5.2,-17.89867,3.11,48.62,0.168,0.21,0.16,89.89556,80.4,0.28,0.29,3550,0.01198,-0.86,8.0,8.8,3.91,5.1947,-45.0183,-25.64903,0.9409,2,3,0.089,0.232,0.20467,-0.15,0.57,0.63,0.63517,0,1
2,4,3,2,3,2.7216,0.62,0.92,0.8,0.74,0.82,0.15512,0.28912,1.09232,213.28297,224.26728,226.50163,257.32768,236.37581,244.49875,0.5,-17.43196,1.74,6.1,0.0282,0.09,0.03,89.70365,0.0,0.08,0.12,2559,0.00053,0.04,0.5,18.8,12.1,23.1081,-5.0413,-26.18836,2.2216,7,3,0.019,0.051,-0.25979,-0.12,-0.68,0.55,0.8128,0,1
2,4,3,2,3,2.7907,0.62,0.92,0.8,0.74,0.82,0.24657,0.41104,1.05219,189.75368,228.29234,218.19533,263.9906,267.18846,283.80489,0.5,-17.55145,1.74,6.1,0.0282,0.09,0.03,89.93708,0.0,0.08,0.12,2559,0.00053,0.04,0.5,18.8,12.1,23.1081,-5.0413,-26.09427,2.2216,7,3,0.019,0.051,-0.02508,-0.12,-0.68,0.55,0.83939,0,1
2,4,3,2,3,5.54989,2.81,1.41,1.0,1.41,1.41,0.60586,0.60621,0.96794,212.07206,207.2286,276.5326,214.87533,242.3409,317.1802,2.8,-17.18117,2.68,267.29,0.718,0.0,0.72,89.99123,0.0,0.69,0.63,4869,0.20014,-0.21,7.0,14.0,368.0,18.8808,45.3499,-26.17107,0.4676,5,2,0.353,0.857,0.27356,-0.16,0.19,0.66,0.59481,0,1
2,4,3,2,3,3.75884,0.62,0.92,0.8,0.74,0.82,0.40235,0.60719,0.67421,192.71373,197.96081,280.08915,234.5779,238.88292,275.01626,0.5,-17.42987,1.74,6.1,0.0282,0.09,0.03,89.81543,0.0,0.08,0.12,2559,0.00053,0.04,0.5,18.8,12.1,23.1081,-5.0413,-26.03291,2.2216,7,3,0.019,0.051,0.46937,-0.12,-0.68,0.55,0.64279,0,1
2,4,3,2,3,6.12152,4.8,1.64,1.09,1.79,1.71,0.4888,0.34935,0.86311,196.63973,225.02117,213.52655,218.13727,229.01134,261.75589,5.2,-16.64785,3.11,48.62,0.168,0.21,0.16,89.93748,80.4,0.28,0.29,3550,0.01198,-0.86,8.0,8.8,3.91,5.1947,-45.0183,-25.52818,0.9409,2,2,0.089,0.232,0.6945,-0.15,0.57,0.63,0.63823,0,1
2,2,3,1,3,5.50867,8.7,1.92,1.24,2.37,2.13,0.29723,0.40021,1.20109,189.68642,205.16115,247.3488,206.74837,240.89997,251.86911,10.8,-16.43572,3.64,57.32,0.176,0.1,0.18,89.70699,320.9,0.27,0.39,3028,0.01132,-0.31145,3.3225,11.87857,5.08,17.6177,-43.6808,-25.59242,1.1831,2,3,0.087,0.232,0.429,-0.14,1.19,0.45,0.86371,0,1
2,2,3,2,3,2.16219,7.09,1.82,1.18,2.15,1.98,0.49446,0.51135,0.97573,187.44958,209.8781,270.02042,225.91845,269.24401,241.35716,8.4,-16.23172,3.45,197.8,0.6,0.29,0.57,89.95048,91.2,0.77,0.65,4977,0.2333,-0.31,1.2,7.2,12.8,5.9011,-60.0233,-25.89767,0.6042,6,1,0.379,0.917,0.28771,-0.14,0.77,0.56,0.78285,1,1
2,2,3,2,3,6.76039,7.09,1.82,1.18,2.15,1.98,0.20126,0.59284,0.93766,219.77487,225.20608,276.94663,220.92705,242.06251,317.89489,8.4,-17.07179,3.45,197.8,0.6,0.29,0.57,89.92191,91.2,0.77,0.65,4977,0.2333,-0.31,1.2,7.2,12.8,5.9011,-60.0233,-26.18063,0.6042,6,4,0.379,0.917,-0.05916,-0.14,0.77,0.56,0.67904,1,1
2,2,3,2,3,6.86453,7.26,1.83,1.19,2.17,1.99,0.55311,0.67619,0.52534,198.90363,216.36192,231.23295,239.32944,258.01615,238.0577,8.6,-16.38956,3.48,25.64,0.1254,0.09,0.12,89.89439,235.4,0.4,0.23,3840,0.01038,-0.31145,3.0,11.8,15.0,4.1544,-53.3736,-25.62997,0.9881,3,1,0.083,0.212,-0.41104,-0.14,0.81,0.53,0.82929,0,1
2,2,3,1,3,1.8848,14.78,2.18,1.42,3.1,2.6,0.19297,0.61994,0.5166,209.26765,219.8104,221.78665,237.88865,271.52364,271.05561,21.0,-17.12206,4.15,247.35,0.677,0.0,0.68,89.79039,0.0,0.68,0.62,4880,0.19559,-0.556,3.3225,11.87857,360.0,19.1626,43.8321,-25.44035,0.488,3,1,0.348,0.846,0.67741,-0.13,1.77,0.36,0.57508,0,1
2,4,2,2,3,8.47554,0.68,1.04,0.6,0.62,0.81,0.4899,0.44348,0.66212,171.24455,201.58041,216.69087,229.61118,268.36152,242.59213,0.4,-17.09771,1.99,9.21,0.0371,0.06,0.04,89.94806,0.0,0.08,0.12,2559,0.00053,0.04,0.5,18.8,12.1,23.1081,-5.0413,-25.67654,1.684,7,2,0.019,0.051,-0.03575,0.25,-0.63,0.59,0.66432,0,1
2,2,3,2,3,3.45463,7.26,1.83,1.19,2.17,1.99,0.23042,0.28735,1.17652,196.56166,194.08552,200.10469,254.18421,264.84981,254.99229,8.6,-17.95795,3.48,25.64,0.1254,0.09,0.12,89.80242,235.4,0.4,0.23,3840,0.01038,-0.31145,3.0,11.8,15.0,4.1544,-53.3736,-25.44255,0.9881,3,2,0.083,0.212,0.2818,-0.14,0.81,0.53,0.63626,0,1
2,2,3,2,3,7.75129,6.14,1.75,1.15,2.01,1.87,0.48772,0.6259,0.85217,199.89178,226.40235,206.59008,235.94491,241.68182,259.92824,7.0,-17.23354,3.33,63.34,0.283,0.12,0.28,89.89925,0.0,0.45,0.43,3572,0.027,-0.12,4.2,10.1,226.0,19.1027,49.4373,-26.24621,0.8155,5,3,0.134,0.347,0.14031,-0.14,0.86,0.51,0.5718,0,1
2,4,3,2,3,4.24271,2.81,1.41,1.0,1.41,1.41,0.52885,0.51157,0.61181,176.89441,204.07119,264.12014,235.21923,251.68633,265.83752,2.8,-18.06309,2.68,267.29,0.718,0.0,0.72,89.84296,0.0,0.69,0.63,4869,0.20014,-0.21,7.0,14.0,368.0,18.8808,45.3499,-25.75288,0.4676,5,2,0.353,0.857,0.00244,-0.16,0.19,0.66,0.86922,0,1
2,2,3,2,3,3.64972,7.26,1.83,1.19,2.17,1.99,0.56248,0.51902,0.73169,220.72588,201.61669,246.57223,204.69378,237.47503,250.12072,8.6,-17.51537,3.48,25.64,0.1254,0.09,0.12,89.89308,235.4,0.4,0.23,3840,0.01038,-0.31145,3.0,11.8,15.0,4.1544,-53.3736,-25.68463,0.9881,3,4,0.083,0.212,0.25631,-0.14,0.81,0.53,0.6272,0,1
2,4,3,2,3,5.40101,2.81,1.41,1.0,1.41,1.41,0.34721,0.67752,1.14503,216.65502,190.04263,248.69315,223.77203,258.93985,316.95062,2.8,-18.04582,2.68,267.29,0.718,0.0,0.72,89.87199,0.0,0.69,0.63,4869,0.20014,-0.21,7.0,14.0,368.0,18.8808,45.3499,-26.20876,0.4676,5,2,0.353,0.857,0.31948,-0.16,0.19,0.66,0.781,0,1
2,4,3,2,3,5.85064,4.8,1.64,1.09,1.79,1.71,0.22166,0.38921,1.33225,198.64589,198.06833,210.21675,211.04352,225.41626,283.61362,5.2,-17.18452,3.11,48.62,0.168,0.21,0.16,89.95859,80.4,0.28,0.29,3550,0.01198,-0.86,8.0,8.8,3.91,5.1947,-45.0183,-26.05523,0.9409,2,3,0.089,0.232,0.21842,-0.15,0.57,0.63,0.71839,0,1
2,4,3,2,3,8.46567,2.7,1.4,0.99,1.39,1.39,0.56362,0.2945,0.48054,187.2377,214.89827,241.58287,257.62564,263.02726,255.50493,2.7,-16.79549,2.65,39.03,0.156,0.03,0.16,89.96766,103.0,0.33,0.35,3350,0.0137,-0.55,2.0,10.2,6.8,17.3158,-34.9897,-25.65509,1.19,6,1,0.096,0.251,-0.30708,-0.16,0.08,0.78,0.64914,0,1
2,4,3,2,3,2.52842,4.8,1.64,1.09,1.79,1.71,0.40928,0.55146,0.53392,227.40361,231.90611,217.58479,238.87567,260.12576,284.68389,5.2,-17.36536,3.11,48.62,0.168,0.21,0.16,89.74047,80.4,0.28,0.29,3550,0.01198,-0.86,8.0,8.8,3.91,5.1947,-45.0183,-25.59428,0.9409,2,2,0.089,0.232,-0.04855,-0.15,0.57,0.63,0.77198,0,1
2,2,3,2,3,4.03096,7.09,1.82,1.18,2.15,1.98,0.46102,0.41755,0.62269,207.01833,202.31647,210.9855,207.73484,269.72109,271.20204,8.4,-17.3767,3.45,197.8,0.6,0.29,0.57,89.90389,91.2,0.77,0.65,4977,0.2333,-0.31,1.2,7.2,12.8,5.9011,-60.0233,-26.10831,0.6042,6,3,0.379,0.917,0.29376,-0.14,0.77,0.56,0.83219,1,1
2,4,3,2,3,5.58911,2.81,1.41,1.0,1.41,1.41,0.43091,0.28507,1.07114,207.32244,201.86133,193.8359,239.38343,224.59017,290.69407,2.8,-17.15404,2.68,267.29,0.718,0.0,0.72,89.85146,0.0,0.69,0.63,4869,0.20014,-0.21,7.0,14.0,368.0,18.8808,45.3499,-25.54493,0.4676,5,2,0.353,0.857,0.28611,-0.16,0.19,0.66,0.71075,0,1
2,2,3,2,3,6.90688,5.21,1.68,1.11,1.86,1.76,0.63995,0.29529,1.08474,223.36392,204.87537,241.19948,221.00319,270.06985,274.26654,5.8,-16.74976,3.18,67.27,0.2039,0.32,0.19,89.7852,102.0,0.25,0.32,3305,0.01101,-0.31145,3.3225,10.1,4.29,16.505,-12.6626,-25.74862,0.8847,3,3,0.086,0.225,0.58365,-0.15,0.76,0.48,0.57432,0,1
2,2,3,2,3,4.04938,6.14,1.75,1.15,2.01,1.87,0.39647,0.6418,0.79807,211.53369,215.67892,252.17154,248.2681,257.43051,276.93893,7.0,-17.0478,3.33,63.34,0.283,0.12,0.28,89.98449,0.0,0.45,0.43,3572,0.027,-0.12,4.2,10.1,226.0,19.1027,49.4373,-25.63515,0.8155,5,1,0.134,0.347,-0.27093,-0.14,0.86,0.51,0.77427,0,1
3,2,3,1,3,8.91817,16.46,2.24,1.46,3.28,2.71,0.70315,0.86877,0.89348,250.66132,266.17757,312.27414,278.02029,293.38519,320.58541,24.1,-17.64603,4.26,32.94,0.1491,0.0,0.15,89.85485,0.0,0.41,0.39,3503,0.02055,0.09,3.89778,13.5,34.0,11.504,7.5884,-26.87465,1.394,1,3,0.117,0.304,-0.63661,-0.12,1.59,0.37,0.79598,0,1
3,2,3,1,3,7.20641,26.81,2.5,1.72,4.3,3.28,1.03766,1.50159,1.06418,254.73572,254.21179,282.94254,289.25736,319.34506,316.44001,46.1,-19.11578,4.75,77.47,0.305,0.0,0.3,89.85196,0.0,0.65,0.58,4465,0.11996,-0.121,3.89778,12.37083,474.0,18.8693,48.8254,-26.63862,1.0134,3,2,0.277,0.686,-0.71439,-0.11,2.11,0.3,0.80361,0,1
3,4,3,2,3,6.27692,4.29,1.59,1.07,1.7,1.64,0.98809,1.50415,2.31551,231.8432,247.23764,244.58808,273.92901,309.84119,345.51716,4.6,-18.76242,3.02,168.12,0.552,0.05,0.55,89.96539,313.5,0.78,0.79,5344,0.46015,-0.55,5.8,3.5,3.65,1.7344,-15.9375,-26.96278,0.7665,5,2,0.522,1.246,-0.90206,-0.15,0.16,0.51,0.7445,0,1
3,2,3,1,3,6.65874,16.46,2.24,1.46,3.28,2.71,0.98117,0.99568,1.36612,278.90941,264.70381,243.64915,298.55527,283.00634,287.17202,24.1,-18.6262,4.26,32.94,0.1491,0.0,0.15,89.93609,0.0,0.41,0.39,3503,0.02055,0.09,3.89778,13.5,34.0,11.504,7.5884,-26.68684,1.394,1,1,0.117,0.304,-0.72605,-0.12,1.59,0.37,0.76077,0,1
3,2,3,1,3,8.82227,20.36,2.35,1.57,3.68,2.94,1.08141,1.13939,2.17771,236.9121,260.60373,288.07812,310.50441,289.72278,317.14723,31.9,-17.25875,4.47,289.86,0.849,0.0,0.85,89.93765,0.0,0.97,0.98,5518,0.79723,-0.29,9.9,12.0,190.0,19.2811,47.8844,-26.42901,0.6145,1,2,0.68,1.615,-0.68217,-0.12,1.79,0.34,0.8207,0,1
3,6,3,2,3,8.5732,0.41,0.77,0.89,0.69,0.73,1.3409,1.42599,2.44968,236.92813,242.9475,269.31273,274.27023,291.61583,300.66384,0.4,-18.17421,1.47,4.05,0.0214,0.07,0.02,89.92401,0.0,0.08,0.12,2559,0.00053,0.04,0.5,18.8,12.1,23.1081,-5.0413,-27.00403,2.9156,7,3,0.019,0.051,-0.58208,-0.28,-0.86,0.45,0.75671,0,1
3,4,3,2,3,5.32893,3.8,1.54,1.05,1.61,1.57,1.04354,1.09323,1.42868,250.80042,255.00865,293.49869,317.04399,296.04399,331.99602,4.0,-18.89054,2.92,28.14,0.125,0.02,0.12,89.97527,292.0,0.33,0.35,3350,0.0137,-0.55,2.0,10.2,6.8,17.3158,-34.9897,-26.79314,1.4848,6,2,0.096,0.251,-0.87975,-0.15,0.21,0.6,0.81459,0,1
3,2,3,1,3,5.28424,25.16,2.46,1.68,4.14,3.2,1.42533,1.39838,1.21447,274.63824,238.07222,273.96657,309.38432,300.4621,324.87889,42.3,-19.35233,4.68,184.77,0.6013,0.0,0.6,89.80415,0.0,0.85,0.78,5202,0.39972,-0.1454,3.31,14.8,618.0,19.4451,38.8749,-27.12411,0.6913,1,2,0.49,1.176,-0.76819,-0.11,2.09,0.31,0.72506,0,1
3,4,3,2,3,6.32596,4.29,1.59,1.07,1.7,1.64,1.15966,0.83181,2.12915,254.28014,276.5373,265.92901,287.53639,292.17691,290.90315,4.6,-18.80977,3.02,168.12,0.552,0.05,0.55,89.96476,313.5,0.78,0.79,5344,0.46015,-0.55,5.8,3.5,3.65,1.7344,-15.9375,-26.81422,0.7665,5,1,0.522,1.246,-0.63267,-0.15,0.16,0.51,0.85367,0,1
3,6,3,2,3,5.90684,0.41,0.77,0.89,0.69,0.73,1.13025,1.40444,2.22976,239.17436,279.13623,270.94225,318.05737,305.77198,355.00035,0.4,-16.92329,1.47,4.05,0.0214,0.07,0.02,89.9217,0.0,0.08,0.12,2559,0.00053,0.04,0.5,18.8,12.1,23.1081,-5.0413,-26.98221,2.9156,7,3,0.019,0.051,-0.9502,-0.28,-0.86,0.45,0.89122,0,1
3,2,3,2,3,5.45487,7.75,1.86,1.2,2.24,2.04,1.13122,0.723,1.28708,233.64968,250.54892,304.8904,301.10216,286.0303,292.75261,9.3,-17.75434,3.54,101.11,0.242,0.34,0.23,89.95817,0.0,0.57,0.55,4134,0.079,-0.3,1.3,8.3,261.0,19.0233,41.4522,-26.47066,1.2857,1,1,0.227,0.571,-0.43708,-0.14,0.62,0.48,0.70666,0,1
3,2,3,1,3,5.58673,19.53,2.33,1.54,3.6,2.9,1.01471,1.25512,1.07652,276.51521,277.11184,270.12837,299.97217,317.64112,311.02244,30.2,-18.37856,4.43,177.67,0.495,0.11,0.49,89.9623,0.0,0.74,0.7,4723,0.217,-0.01,3.2,6.8,779.0,19.2407,49.9686,-26.79465,0.7552,1,2,0.369,0.903,-0.52801,-0.12,1.83,0.34,0.81747,0,1
3,2,3,1,3,6.37085,16.81,2.25,1.47,3.32,2.73,1.45083,0.71393,0.92835,263.99703,245.32049,294.65043,278.96704,312.14733,321.96623,24.8,-18.85627,4.28,198.68,0.6335,0.0,0.63,89.97623,0.0,0.86,0.82,5321,0.4836,-0.1454,4.37,15.0,702.0,19.7109,44.5258,-27.05296,0.6898,1,2,0.536,1.28,-0.48046,-0.12,1.5,0.37,0.74978,0,1
3,2,3,1,3,8.48219,16.46,2.24,1.46,3.28,2.71,1.41873,1.35368,1.86812,235.98169,276.42366,323.23662,321.25141,317.67207,345.12491,24.1,-18.3846,4.26,32.94,0.1491,0.0,0.15,89.89721,0.0,0.41,0.39,3503,0.02055,0.09,3.89778,13.5,34.0,11.504,7.5884,-26.85942,1.394,1,3,0.117,0.304,-0.6255,-0.12,1.59,0.37,0.78646,0,1
3,2,3,1,3,5.76397,19.53,2.33,1.54,3.6,2.9,1.10016,1.45834,1.88994,257.55039,272.86731,301.94645,299.53266,303.35457,300.7247,30.2,-18.34056,4.43,177.67,0.495,0.11,0.49,89.94999,0.0,0.74,0.7,4723,0.217,-0.01,3.2,6.8,779.0,19.2407,49.9686,-26.57134,0.7552,1,2,0.369,0.903,-0.93457,-0.12,1.83,0.34,0.81988,0,1
3,2,3,2,3,7.37725,4.54,1.61,1.08,1.74,1.68,0.71082,1.19347,1.08681,226.83923,265.41413,310.8004,293.55263,281.87409,321.40799,4.9,-17.56284,3.07,122.39,0.427,0.0,0.43,89.82614,0.0,0.69,0.63,4869,0.20014,-0.21,7.0,14.0,368.0,18.8808,45.3499,-26.88947,0.7863,5,1,0.353,0.857,-0.77776,-0.15,0.28,0.56,0.81639,0,1
3,4,3,2,3,6.547,2.73,1.4,0.99,1.39,1.4,1.07688,1.38207,2.26571,241.54842,259.70544,307.38396,289.39719,314.92562,300.00257,2.7,-17.66007,2.66,24.17,0.1212,0.0,0.12,89.91238,0.0,0.41,0.4,3497,0.02147,-0.1454,3.89778,15.3,55.52,22.3081,-9.6124,-26.69815,1.7588,4,3,0.12,0.311,-0.98122,-0.16,-0.12,0.5,0.77559,0,1
3,2,3,2,3,4.85659,5.4,1.69,1.12,1.89,1.79,1.29824,0.74747,1.48898,271.69731,252.37231,242.84641,282.09842,280.42519,344.68863,6.0,-18.30695,3.21,35.68,0.163,0.18,0.16,89.8037,10.0,0.45,0.45,3472,0.02604,-0.3,3.89778,8.7,4.95,21.6444,-49.009,-26.55961,1.4853,2,2,0.132,0.343,-0.67237,-0.15,0.43,0.54,0.68955,1,1
3,4,3,2,3,5.86612,2.73,1.4,0.99,1.39,1.4,1.15662,0.87882,1.55349,268.10917,257.49706,310.55353,294.4306,308.54542,302.24922,2.7,-16.99538,2.66,24.17,0.1212,0.0,0.12,89.98043,0.0,0.41,0.4,3497,0.02147,-0.1454,3.89778,15.3,55.52,22.3081,-9.6124,-26.91937,1.7588,4,3,0.12,0.311,-0.86342,-0.16,-0.12,0.5,0.74521,0,1
3,2,3,1,3,7.97444,26.25,2.49,1.71,4.25,3.25,1.21048,0.92451,1.02708,240.54767,280.95054,295.99138,299.81949,302.51115,296.50403,44.8,-18.07456,4.73,125.41,0.4434,0.0,0.44,89.94208,0.0,0.74,0.69,4540,0.18147,-0.1454,2.51,14.1,262.0,18.8896,41.2017,-26.78634,0.8293,1,3,0.34,0.839,-0.82664,-0.11,2.25,0.3,0.88658,0,1
3,6,3,2,3,7.25169,0.41,0.77,0.89,0.69,0.73,0.684,0.69336,0.97854,246.57831,270.28712,238.03681,305.95206,303.57019,339.47734,0.4,-18.71753,1.47,4.05,0.0214,0.07,0.02,89.84509,0.0,0.08,0.12,2559,0.00053,0.04,0.5,18.8,12.1,23.1081,-5.0413,-26.52677,2.9156,7,1,0.019,0.051,-0.62754,-0.28,-0.86,0.45,0.72884,0,1
3,2,3,1,3,9.19104,16.81,2.25,1.47,3.32,2.73,1.0377,0.88991,2.54007,266.69799,266.28195,261.72851,309.79032,313.33089,324.45863,24.8,-17.95289,4.28,198.68,0.6335,0.0,0.63,89.92165,0.0,0.86,0.82,5321,0.4836,-0.1454,4.37,15.0,702.0,19.7109,44.5258,-26.74406,0.6898,1,3,0.536,1.28,-0.66684,-0.12,1.5,0.37,0.72567,0,1
3,2,3,2,3,8.76036,5.4,1.69,1.12,1.89,1.79,0.98684,0.69656,1.14596,269.97315,266.70738,278.51865,306.49518,279.84982,301.61914,6.0,-18.07902,3.21,35.68,0.163,0.18,0.16,89.96312,10.0,0.45,0.45,3472,0.02604,-0.3,3.89778,8.7,4.95,21.6444,-49.009,-27.02058,1.4853,2,1,0.132,0.343,-0.71516,-0.15,0.43,0.54,0.74678,1,1
3,2,3,1,3,8.10767,20.36,2.35,1.57,3.68,2.94,1.28214,1.27151,1.94722,246.18857,264.61515,282.6245,303.80485,279.28366,288.12382,31.9,-17.75636,4.47,289.86,0.849,0.0,0.85,89.86504,0.0,0.97,0.98,5518,0.79723,-0.29,9.9,12.0,190.0,19.2811,47.8844,-26.54986,0.6145,1,2,0.68,1.615,-0.81268,-0.12,1.79,0.34,0.89716,0,1
3,6,3,2,3,7.59039,0.41,0.77,0.89,0.69,0.73,0.94767,1.00292,1.56411,246.51534,261.3886,310.12864,274.78516,297.73436,368.66774,0.4,-19.22543,1.47,4.05,0.0214,0.07,0.02,89.92765,0.0,0.08,0.12,2559,0.00053,0.04,0.5,18.8,12.1,23.1081,-5.0413,-26.56199,2.9156,7,3,0.019,0.051,-0.58707,-0.28,-0.86,0.45,0.76681,0,1
3,4,3,2,3,4.6659,2.73,1.4,0.99,1.39,1.4,0.72277,0.87642,1.24492,254.06034,254.54406,259.05832,278.03933,277.71329,293.99161,2.7,-17.57602,2.66,24.17,0.1212,0.0,0.12,89.90332,0.0,0.41,0.4,3497,0.02147,-0.1454,3.89778,15.3,55.52,22.3081,-9.6124,-26.38038,1.7588,4,2,0.12,0.311,-0.41821,-0.16,-0.12,0.5,0.82153,0,1
3,2,3,1,3,4.17601,25.16,2.46,1.68,4.14,3.2,0.74608,1.0691,1.74789,241.05379,239.87108,270.41582,272.81514,317.59879,284.44528,42.3,-17.19631,4.68,184.77,0.6013,0.0,0.6,89.80146,0.0,0.85,0.78,5202,0.39972,-0.1454,3.31,14.8,618.0,19.4451,38.8749,-26.97865,0.6913,1,2,0.49,1.176,-0.60011,-0.11,2.09,0.31,0.70393,0,1
3,2,3,2,3,3.82322,7.92,1.87,1.21,2.26,2.06,1.22213,0.98714,2.04071,254.28011,251.19914,254.43292,274.04534,308.66688,287.93616,9.6,-18.14242,3.56,259.34,0.7877,0.0,0.79,89.93755,0.0,0.97,0.95,5710,0.86076,-0.1454,4.37,14.8,879.0,19.6988,48.5244,-26.72879,0.6427,1,3,0.699,1.65,-0.63318,-0.14,0.66,0.49,0.75019,0,1
3,2,3,1,3,6.3607,12.69,2.11,1.36,2.86,2.46,0.93649,1.0508,2.04596,274.78702,267.53564,250.25622,313.56192,315.4285,319.13573,17.3,-18.92761,4.0,56.06,0.2319,0.0,0.23,89.85259,0.0,0.53,0.51,3722,0.04479,-0.1454,3.89,15.8,251.0,19.3006,41.8121,-26.54939,1.1719,1,2,0.173,0.443,-0.48446,-0.13,1.31,0.41,0.86154,0,1
