P. Name,P. Habitable Class,P. Mass Class,P. Composition Class,P. Atmosphere Class,P. Zone Class,P. Min Mass (EU),P. Mass (EU),P. Radius (EU),P. Density (EU),P. Gravity (EU),P. Esc Vel (EU),P. SFlux Min (EU),P. SFlux Mean (EU),P. SFlux Max (EU),P. Teq Min (K),P. Teq Mean (K),P. Teq Max (K),P. Ts Min (K),P. Ts Mean (K),P. Ts Max (K),P. Surf Press (EU),P. Mag,P. Appar Size (deg),P. Period (days),P. Sem Major Axis (AU),P. Eccentricity,P. Mean Distance (AU),P. Inclination (deg),P. Omega (deg),S. Mass (SU),S. Radius (SU),S. Teff (K),S. Luminosity (SU),S. [Fe/H],S. Age (Gyrs),S. Appar Mag,S. Distance (pc),S. RA (hrs),S. DEC (deg),S. Mag from Planet,S. Size from Planet (deg),S. No. Planets,S. No. Planets HZ,S. Hab Zone Min (AU),S. Hab Zone Max (AU),P. HZD,P. HZC,P. HZA,P. HZI,P. ESI,S. HabCat,P. Habitable
Kepler-442 b,2.0,4.0,3.0,2.0,3.0,4.55577119509704,2.34,1.34,0.97,1.3,1.32,0.6466799,0.6999821,0.7589214,228.5,233.0,237.8,266.0,266.0,275.3,2.3,-17.42,2.55,112.31,0.409,0.04,0.41,89.9,0.0,0.61,0.59,4402.0,0.117,-0.37,2.9,7.7,342.0,19.0244,39.2801,-26.3,0.7685,1.0,1.0,0.274,0.681,-0.34,-0.16,-0.06,0.73,0.84,0.0,1.0
Kepler-442 b,2.0,4.0,3.0,2.0,3.0,4.55577119509704,2.34,1.34,0.97,1.3,1.32,0.6466799,0.6999821,0.7589214,228.5,233.0,237.8,266.0,262.0,275.3,2.3,-17.42,2.55,112.31,0.409,0.04,0.41,89.9,0.0,0.61,0.59,4402.0,0.117,-0.37,2.9,7.7,342.0,19.0244,39.2801,-26.3,0.7685,1.0,1.0,0.274,0.681,-0.34,-0.16,-0.06,0.73,0.84,0.0,1.0
Kepler-442 b,2.0,4.0,3.0,2.0,3.0,4.55577119509704,2.34,1.34,0.97,1.3,1.32,0.6466799,0.6999821,0.7589214,228.5,233.0,237.8,266.0,267.0,275.3,2.3,-17.42,2.55,112.31,0.409,0.04,0.41,89.9,0.0,0.61,0.59,4402.0,0.117,-0.37,2.9,7.7,342.0,19.0244,39.2801,-26.3,0.7685,1.0,1.0,0.274,0.681,-0.34,-0.16,-0.06,0.73,0.84,0.0,1.0
Kepler-442 b,2.0,4.0,3.0,2.0,3.0,4.55577119509704,2.34,1.34,0.97,1.3,1.32,0.6466799,0.6999821,0.7589214,228.5,233.0,237.8,266.0,265.0,275.3,2.3,-17.42,2.55,112.31,0.409,0.04,0.41,89.9,0.0,0.61,0.59,4402.0,0.117,-0.37,2.9,7.7,342.0,19.0244,39.2801,-26.3,0.7685,1.0,1.0,0.274,0.681,-0.34,-0.16,-0.06,0.73,0.84,0.0,1.0
Kepler-442 b,2.0,4.0,3.0,2.0,3.0,4.55577119509704,2.34,1.34,0.97,1.3,1.32,0.6466799,0.6999821,0.7589214,228.5,233.0,237.8,266.0,269.0,275.3,2.3,-17.42,2.55,112.31,0.409,0.04,0.41,89.9,0.0,0.61,0.59,4402.0,0.117,-0.37,2.9,7.7,342.0,19.0244,39.2801,-26.3,0.7685,1.0,1.0,0.274,0.681,-0.34,-0.16,-0.06,0.73,0.84,0.0,1.0
Kepler-442 b,2.0,4.0,3.0,2.0,3.0,4.55577119509704,2.34,1.34,0.97,1.3,1.32,0.6466799,0.6999821,0.7589214,228.5,233.0,237.8,266.0,286.0,275.3,2.3,-17.42,2.55,112.31,0.409,0.04,0.41,89.9,0.0,0.61,0.59,4402.0,0.117,-0.37,2.9,7.7,342.0,19.0244,39.2801,-26.3,0.7685,1.0,1.0,0.274,0.681,-0.34,-0.16,-0.06,0.73,0.84,0.0,1.0
Kepler-1229 b,2.0,4.0,3.0,2.0,3.0,4.55577119509704,2.73,1.4,0.99,1.39,1.4,0.4901548,0.4901549,0.4901549,213.2,213.2,213.2,251.4,251.4,251.4,2.7,-17.13,2.66,86.83,0.3124,0.0,0.31,89.8971428571429,0.0,0.54,0.51,3784.0,0.047845,-0.238157894736842,3.72,15.5,236.0,19.8324,46.9967,-26.0,0.8699,1.0,1.0,0.178,0.456,-0.03,-0.16,0.12,0.83,0.73,0.0,1.0
Kepler-1229 b,2.0,4.0,3.0,2.0,3.0,4.55577119509704,2.73,1.4,0.99,1.39,1.4,0.4901548,0.4901549,0.4901549,213.2,213.2,213.2,251.4,269.0,251.4,2.7,-17.13,2.66,86.83,0.3124,0.0,0.31,89.8971428571429,0.0,0.54,0.51,3784.0,0.047845,-0.238157894736842,3.72,15.5,236.0,19.8324,46.9967,-26.0,0.8699,1.0,1.0,0.178,0.456,-0.03,-0.16,0.12,0.83,0.73,0.0,1.0
Kepler-1229 b,2.0,4.0,3.0,2.0,3.0,4.55577119509704,2.73,1.4,0.99,1.39,1.4,0.4901548,0.4901549,0.4901549,213.2,213.2,213.2,251.4,286.0,251.4,2.7,-17.13,2.66,86.83,0.3124,0.0,0.31,89.8971428571429,0.0,0.54,0.51,3784.0,0.047845,-0.238157894736842,3.72,15.5,236.0,19.8324,46.9967,-26.0,0.8699,1.0,1.0,0.178,0.456,-0.03,-0.16,0.12,0.83,0.73,0.0,1.0
Kepler-1229 b,2.0,4.0,3.0,2.0,3.0,4.55577119509704,2.73,1.4,0.99,1.39,1.4,0.4901548,0.4901549,0.4901549,213.2,213.2,213.2,251.4,261.0,251.4,2.7,-17.13,2.66,86.83,0.3124,0.0,0.31,89.8971428571429,0.0,0.54,0.51,3784.0,0.047845,-0.238157894736842,3.72,15.5,236.0,19.8324,46.9967,-26.0,0.8699,1.0,1.0,0.178,0.456,-0.03,-0.16,0.12,0.83,0.73,0.0,1.0
Kepler-1229 b,2.0,4.0,3.0,2.0,3.0,4.55577119509704,2.73,1.4,0.99,1.39,1.4,0.4901548,0.4901549,0.4901549,213.2,213.2,213.2,251.4,266.0,251.4,2.7,-17.13,2.66,86.83,0.3124,0.0,0.31,89.8971428571429,0.0,0.54,0.51,3784.0,0.047845,-0.238157894736842,3.72,15.5,236.0,19.8324,46.9967,-26.0,0.8699,1.0,1.0,0.178,0.456,-0.03,-0.16,0.12,0.83,0.73,0.0,1.0
Kepler-1229 b,2.0,4.0,3.0,2.0,3.0,4.55577119509704,2.73,1.4,0.99,1.39,1.4,0.4901548,0.4901549,0.4901549,213.2,213.2,213.2,251.4,257.0,251.4,2.7,-17.13,2.66,86.83,0.3124,0.0,0.31,89.8971428571429,0.0,0.54,0.51,3784.0,0.047845,-0.238157894736842,3.72,15.5,236.0,19.8324,46.9967,-26.0,0.8699,1.0,1.0,0.178,0.456,-0.03,-0.16,0.12,0.83,0.73,0.0,1.0
Kepler-1229 b,2.0,4.0,3.0,2.0,3.0,4.55577119509704,2.73,1.4,0.99,1.39,1.4,0.4901548,0.4901549,0.4901549,213.2,213.2,213.2,251.4,259.0,251.4,2.7,-17.13,2.66,86.83,0.3124,0.0,0.31,89.8971428571429,0.0,0.54,0.51,3784.0,0.047845,-0.238157894736842,3.72,15.5,236.0,19.8324,46.9967,-26.0,0.8699,1.0,1.0,0.178,0.456,-0.03,-0.16,0.12,0.83,0.73,0.0,1.0
Kepler-1229 b,2.0,4.0,3.0,2.0,3.0,4.55577119509704,2.73,1.4,0.99,1.39,1.4,0.4901548,0.4901549,0.4901549,213.2,213.2,213.2,251.4,267.0,251.4,2.7,-17.13,2.66,86.83,0.3124,0.0,0.31,89.8971428571429,0.0,0.54,0.51,3784.0,0.047845,-0.238157894736842,3.72,15.5,236.0,19.8324,46.9967,-26.0,0.8699,1.0,1.0,0.178,0.456,-0.03,-0.16,0.12,0.83,0.73,0.0,1.0
Proxima Cen b,2.0,4.0,3.0,2.0,3.0,1.27,1.27,1.12,0.9,1.01,1.06,0.3601554,0.7005222,1.553164,197.4,227.5,284.4,231.9,262.1,319.0,1.1,-17.11,2.13,11.19,0.0485,0.35,0.05,89.8971428571429,310.0,0.12,0.14,3050.0,0.001544,-0.238157894736842,4.85,11.1,1.29,14.4953,-62.6795,-26.4,1.654,1.0,1.0,0.032,0.086,-0.36,-0.17,-0.39,0.64,0.87,0.0,1.0
Proxima Cen b,2.0,4.0,3.0,2.0,3.0,1.27,1.27,1.12,0.9,1.01,1.06,0.3601554,0.7005222,1.553164,197.4,227.5,284.4,231.9,259.0,319.0,1.1,-17.11,2.13,11.19,0.0485,0.35,0.05,89.8971428571429,310.0,0.12,0.14,3050.0,0.001544,-0.238157894736842,4.85,11.1,1.29,14.4953,-62.6795,-26.4,1.654,1.0,1.0,0.032,0.086,-0.36,-0.17,-0.39,0.64,0.87,0.0,1.0
Proxima Cen b,2.0,4.0,3.0,2.0,3.0,1.27,1.27,1.12,0.9,1.01,1.06,0.3601554,0.7005222,1.553164,197.4,227.5,284.4,231.9,267.0,319.0,1.1,-17.11,2.13,11.19,0.0485,0.35,0.05,89.8971428571429,310.0,0.12,0.14,3050.0,0.001544,-0.238157894736842,4.85,11.1,1.29,14.4953,-62.6795,-26.4,1.654,1.0,1.0,0.032,0.086,-0.36,-0.17,-0.39,0.64,0.87,0.0,1.0
Proxima Cen b,2.0,4.0,3.0,2.0,3.0,1.27,1.27,1.12,0.9,1.01,1.06,0.3601554,0.7005222,1.553164,197.4,227.5,284.4,231.9,265.0,319.0,1.1,-17.11,2.13,11.19,0.0485,0.35,0.05,89.8971428571429,310.0,0.12,0.14,3050.0,0.001544,-0.238157894736842,4.85,11.1,1.29,14.4953,-62.6795,-26.4,1.654,1.0,1.0,0.032,0.086,-0.36,-0.17,-0.39,0.64,0.87,0.0,1.0
Proxima Cen b,2.0,4.0,3.0,2.0,3.0,1.27,1.27,1.12,0.9,1.01,1.06,0.3601554,0.7005222,1.553164,197.4,227.5,284.4,231.9,281.0,319.0,1.1,-17.11,2.13,11.19,0.0485,0.35,0.05,89.8971428571429,310.0,0.12,0.14,3050.0,0.001544,-0.238157894736842,4.85,11.1,1.29,14.4953,-62.6795,-26.4,1.654,1.0,1.0,0.032,0.086,-0.36,-0.17,-0.39,0.64,0.87,0.0,1.0
Proxima Cen b,2.0,4.0,3.0,2.0,3.0,1.27,1.27,1.12,0.9,1.01,1.06,0.3601554,0.7005222,1.553164,197.4,227.5,284.4,231.9,273.0,319.0,1.1,-17.11,2.13,11.19,0.0485,0.35,0.05,89.8971428571429,310.0,0.12,0.14,3050.0,0.001544,-0.238157894736842,4.85,11.1,1.29,14.4953,-62.6795,-26.4,1.654,1.0,1.0,0.032,0.086,-0.36,-0.17,-0.39,0.64,0.87,0.0,1.0
Proxima Cen b,2.0,4.0,3.0,2.0,3.0,1.27,1.27,1.12,0.9,1.01,1.06,0.3601554,0.7005222,1.553164,197.4,227.5,284.4,231.9,271.0,319.0,1.1,-17.11,2.13,11.19,0.0485,0.35,0.05,89.8971428571429,310.0,0.12,0.14,3050.0,0.001544,-0.238157894736842,4.85,11.1,1.29,14.4953,-62.6795,-26.4,1.654,1.0,1.0,0.032,0.086,-0.36,-0.17,-0.39,0.64,0.87,0.0,1.0
Proxima Cen b,2.0,4.0,3.0,2.0,3.0,1.27,1.27,1.12,0.9,1.01,1.06,0.3601554,0.7005222,1.553164,197.4,227.5,284.4,231.9,284.0,319.0,1.1,-17.11,2.13,11.19,0.0485,0.35,0.05,89.8971428571429,310.0,0.12,0.14,3050.0,0.001544,-0.238157894736842,4.85,11.1,1.29,14.4953,-62.6795,-26.4,1.654,1.0,1.0,0.032,0.086,-0.36,-0.17,-0.39,0.64,0.87,0.0,1.0
TRAPPIST-1 e,2.0,4.0,3.0,2.0,3.0,4.55577119509704,0.62,0.92,0.8,0.74,0.82,0.5638242,0.6661063,0.7927327,220.8,229.8,240.4,251.8,260.9,271.4,0.5,-16.55,1.74,6.1,0.0282,0.09,0.03,89.9,0.0,0.08,0.12,2559.0,0.000527,0.04,0.5,18.8,12.1,23.1081,-5.0413,-26.3,2.2216,7.0,4.0,0.019,0.051,-0.43,-0.12,-0.68,0.55,0.86,0.0,1.0
TRAPPIST-1 e,2.0,4.0,3.0,2.0,3.0,4.55577119509704,0.62,0.92,0.8,0.74,0.82,0.5638242,0.6661063,0.7927327,220.8,229.8,240.4,251.8,271.0,271.4,0.5,-16.55,1.74,6.1,0.0282,0.09,0.03,89.9,0.0,0.08,0.12,2559.0,0.000527,0.04,0.5,18.8,12.1,23.1081,-5.0413,-26.3,2.2216,7.0,4.0,0.019,0.051,-0.43,-0.12,-0.68,0.55,0.86,0.0,1.0
TRAPPIST-1 e,2.0,4.0,3.0,2.0,3.0,4.55577119509704,0.62,0.92,0.8,0.74,0.82,0.5638242,0.6661063,0.7927327,220.8,229.8,240.4,251.8,284.0,271.4,0.5,-16.55,1.74,6.1,0.0282,0.09,0.03,89.9,0.0,0.08,0.12,2559.0,0.000527,0.04,0.5,18.8,12.1,23.1081,-5.0413,-26.3,2.2216,7.0,4.0,0.019,0.051,-0.43,-0.12,-0.68,0.55,0.86,0.0,1.0
TRAPPIST-1 e,2.0,4.0,3.0,2.0,3.0,4.55577119509704,0.62,0.92,0.8,0.74,0.82,0.5638242,0.6661063,0.7927327,220.8,229.8,240.4,251.8,260.0,271.4,0.5,-16.55,1.74,6.1,0.0282,0.09,0.03,89.9,0.0,0.08,0.12,2559.0,0.000527,0.04,0.5,18.8,12.1,23.1081,-5.0413,-26.3,2.2216,7.0,4.0,0.019,0.051,-0.43,-0.12,-0.68,0.55,0.86,0.0,1.0
TRAPPIST-1 e,2.0,4.0,3.0,2.0,3.0,4.55577119509704,0.62,0.92,0.8,0.74,0.82,0.5638242,0.6661063,0.7927327,220.8,229.8,240.4,251.8,250.0,271.4,0.5,-16.55,1.74,6.1,0.0282,0.09,0.03,89.9,0.0,0.08,0.12,2559.0,0.000527,0.04,0.5,18.8,12.1,23.1081,-5.0413,-26.3,2.2216,7.0,4.0,0.019,0.051,-0.43,-0.12,-0.68,0.55,0.86,0.0,1.0
TRAPPIST-1 e,2.0,4.0,3.0,2.0,3.0,4.55577119509704,0.62,0.92,0.8,0.74,0.82,0.5638242,0.6661063,0.7927327,220.8,229.8,240.4,251.8,266.0,271.4,0.5,-16.55,1.74,6.1,0.0282,0.09,0.03,89.9,0.0,0.08,0.12,2559.0,0.000527,0.04,0.5,18.8,12.1,23.1081,-5.0413,-26.3,2.2216,7.0,4.0,0.019,0.051,-0.43,-0.12,-0.68,0.55,0.86,0.0,1.0
TRAPPIST-1 e,2.0,4.0,3.0,2.0,3.0,4.55577119509704,0.62,0.92,0.8,0.74,0.82,0.5638242,0.6661063,0.7927327,220.8,229.8,240.4,251.8,271.0,271.4,0.5,-16.55,1.74,6.1,0.0282,0.09,0.03,89.9,0.0,0.08,0.12,2559.0,0.000527,0.04,0.5,18.8,12.1,23.1081,-5.0413,-26.3,2.2216,7.0,4.0,0.019,0.051,-0.43,-0.12,-0.68,0.55,0.86,0.0,1.0
TRAPPIST-1 e,2.0,4.0,3.0,2.0,3.0,4.55577119509704,0.62,0.92,0.8,0.74,0.82,0.5638242,0.6661063,0.7927327,220.8,229.8,240.4,251.8,264.0,271.4,0.5,-16.55,1.74,6.1,0.0282,0.09,0.03,89.9,0.0,0.08,0.12,2559.0,0.000527,0.04,0.5,18.8,12.1,23.1081,-5.0413,-26.3,2.2216,7.0,4.0,0.019,0.051,-0.43,-0.12,-0.68,0.55,0.86,0.0,1.0
TRAPPIST-1 f,2.0,4.0,2.0,2.0,3.0,4.55577119509704,0.68,1.04,0.6,0.62,0.81,0.3386525,0.3834056,0.4358285,194.3,200.3,207.0,224.5,230.5,237.1,0.4,-16.23,1.99,9.21,0.0371,0.06,0.04,89.7,0.0,0.08,0.12,2559.0,0.000527,0.04,0.5,18.8,12.1,23.1081,-5.0413,-25.7,1.684,7.0,4.0,0.019,0.051,0.12,0.25,-0.63,0.59,0.68,0.0,1.0
TRAPPIST-1 f,2.0,4.0,2.0,2.0,3.0,4.55577119509704,0.68,1.04,0.6,0.62,0.81,0.3386525,0.3834056,0.4358285,194.3,200.3,207.0,224.5,271.0,237.1,0.4,-16.23,1.99,9.21,0.0371,0.06,0.04,89.7,0.0,0.08,0.12,2559.0,0.000527,0.04,0.5,18.8,12.1,23.1081,-5.0413,-25.7,1.684,7.0,4.0,0.019,0.051,0.12,0.25,-0.63,0.59,0.68,0.0,1.0
TRAPPIST-1 f,2.0,4.0,2.0,2.0,3.0,4.55577119509704,0.68,1.04,0.6,0.62,0.81,0.3386525,0.3834056,0.4358285,194.3,200.3,207.0,224.5,264.0,237.1,0.4,-16.23,1.99,9.21,0.0371,0.06,0.04,89.7,0.0,0.08,0.12,2559.0,0.000527,0.04,0.5,18.8,12.1,23.1081,-5.0413,-25.7,1.684,7.0,4.0,0.019,0.051,0.12,0.25,-0.63,0.59,0.68,0.0,1.0
TRAPPIST-1 f,2.0,4.0,2.0,2.0,3.0,4.55577119509704,0.68,1.04,0.6,0.62,0.81,0.3386525,0.3834056,0.4358285,194.3,200.3,207.0,224.5,263.0,237.1,0.4,-16.23,1.99,9.21,0.0371,0.06,0.04,89.7,0.0,0.08,0.12,2559.0,0.000527,0.04,0.5,18.8,12.1,23.1081,-5.0413,-25.7,1.684,7.0,4.0,0.019,0.051,0.12,0.25,-0.63,0.59,0.68,0.0,1.0
TRAPPIST-1 f,2.0,4.0,2.0,2.0,3.0,4.55577119509704,0.68,1.04,0.6,0.62,0.81,0.3386525,0.3834056,0.4358285,194.3,200.3,207.0,224.5,241.0,237.1,0.4,-16.23,1.99,9.21,0.0371,0.06,0.04,89.7,0.0,0.08,0.12,2559.0,0.000527,0.04,0.5,18.8,12.1,23.1081,-5.0413,-25.7,1.684,7.0,4.0,0.019,0.051,0.12,0.25,-0.63,0.59,0.68,0.0,1.0
TRAPPIST-1 f,2.0,4.0,2.0,2.0,3.0,4.55577119509704,0.68,1.04,0.6,0.62,0.81,0.3386525,0.3834056,0.4358285,194.3,200.3,207.0,224.5,289.0,237.1,0.4,-16.23,1.99,9.21,0.0371,0.06,0.04,89.7,0.0,0.08,0.12,2559.0,0.000527,0.04,0.5,18.8,12.1,23.1081,-5.0413,-25.7,1.684,7.0,4.0,0.019,0.051,0.12,0.25,-0.63,0.59,0.68,0.0,1.0
TRAPPIST-1 f,2.0,4.0,2.0,2.0,3.0,4.55577119509704,0.68,1.04,0.6,0.62,0.81,0.3386525,0.3834056,0.4358285,194.3,200.3,207.0,224.5,283.0,237.1,0.4,-16.23,1.99,9.21,0.0371,0.06,0.04,89.7,0.0,0.08,0.12,2559.0,0.000527,0.04,0.5,18.8,12.1,23.1081,-5.0413,-25.7,1.684,7.0,4.0,0.019,0.051,0.12,0.25,-0.63,0.59,0.68,0.0,1.0
TRAPPIST-1 f,2.0,4.0,2.0,2.0,3.0,4.55577119509704,0.68,1.04,0.6,0.62,0.81,0.3386525,0.3834056,0.4358285,194.3,200.3,207.0,224.5,278.0,237.1,0.4,-16.23,1.99,9.21,0.0371,0.06,0.04,89.7,0.0,0.08,0.12,2559.0,0.000527,0.04,0.5,18.8,12.1,23.1081,-5.0413,-25.7,1.684,7.0,4.0,0.019,0.051,0.12,0.25,-0.63,0.59,0.68,0.0,1.0
Wolf 1061 d,2.0,2.0,3.0,2.0,3.0,5.21,5.21,1.68,1.11,1.86,1.76,0.1520188,0.279511,0.5726923,159.1,181.6,221.6,200.6,223.1,263.1,5.8,-16.97,3.18,67.27,0.2039,0.32,0.19,89.8971428571429,102.0,0.25,0.32,3305.0,0.01101,-0.09,3.5237037037037,10.1,4.29,16.505,-12.6626,-25.4,0.8847,3.0,1.0,0.086,0.225,0.73,-0.15,0.76,0.48,0.56,0.0,1.0
Wolf 1061 d,2.0,2.0,3.0,2.0,3.0,5.21,5.21,1.68,1.11,1.86,1.76,0.1520188,0.279511,0.5726923,159.1,181.6,221.6,200.6,283.0,263.1,5.8,-16.97,3.18,67.27,0.2039,0.32,0.19,89.8971428571429,102.0,0.25,0.32,3305.0,0.01101,-0.09,3.5237037037037,10.1,4.29,16.505,-12.6626,-25.4,0.8847,3.0,1.0,0.086,0.225,0.73,-0.15,0.76,0.48,0.56,0.0,1.0
Wolf 1061 d,2.0,2.0,3.0,2.0,3.0,5.21,5.21,1.68,1.11,1.86,1.76,0.1520188,0.279511,0.5726923,159.1,181.6,221.6,200.6,278.0,263.1,5.8,-16.97,3.18,67.27,0.2039,0.32,0.19,89.8971428571429,102.0,0.25,0.32,3305.0,0.01101,-0.09,3.5237037037037,10.1,4.29,16.505,-12.6626,-25.4,0.8847,3.0,1.0,0.086,0.225,0.73,-0.15,0.76,0.48,0.56,0.0,1.0
Wolf 1061 d,2.0,2.0,3.0,2.0,3.0,5.21,5.21,1.68,1.11,1.86,1.76,0.1520188,0.279511,0.5726923,159.1,181.6,221.6,200.6,232.0,263.1,5.8,-16.97,3.18,67.27,0.2039,0.32,0.19,89.8971428571429,102.0,0.25,0.32,3305.0,0.01101,-0.09,3.5237037037037,10.1,4.29,16.505,-12.6626,-25.4,0.8847,3.0,1.0,0.086,0.225,0.73,-0.15,0.76,0.48,0.56,0.0,1.0
Wolf 1061 d,2.0,2.0,3.0,2.0,3.0,5.21,5.21,1.68,1.11,1.86,1.76,0.1520188,0.279511,0.5726923,159.1,181.6,221.6,200.6,263.0,263.1,5.8,-16.97,3.18,67.27,0.2039,0.32,0.19,89.8971428571429,102.0,0.25,0.32,3305.0,0.01101,-0.09,3.5237037037037,10.1,4.29,16.505,-12.6626,-25.4,0.8847,3.0,1.0,0.086,0.225,0.73,-0.15,0.76,0.48,0.56,0.0,1.0
Wolf 1061 d,2.0,2.0,3.0,2.0,3.0,5.21,5.21,1.68,1.11,1.86,1.76,0.1520188,0.279511,0.5726923,159.1,181.6,221.6,200.6,275.0,263.1,5.8,-16.97,3.18,67.27,0.2039,0.32,0.19,89.8971428571429,102.0,0.25,0.32,3305.0,0.01101,-0.09,3.5237037037037,10.1,4.29,16.505,-12.6626,-25.4,0.8847,3.0,1.0,0.086,0.225,0.73,-0.15,0.76,0.48,0.56,0.0,1.0
Wolf 1061 d,2.0,2.0,3.0,2.0,3.0,5.21,5.21,1.68,1.11,1.86,1.76,0.1520188,0.279511,0.5726923,159.1,181.6,221.6,200.6,264.0,263.1,5.8,-16.97,3.18,67.27,0.2039,0.32,0.19,89.8971428571429,102.0,0.25,0.32,3305.0,0.01101,-0.09,3.5237037037037,10.1,4.29,16.505,-12.6626,-25.4,0.8847,3.0,1.0,0.086,0.225,0.73,-0.15,0.76,0.48,0.56,0.0,1.0
Wolf 1061 d,2.0,2.0,3.0,2.0,3.0,5.21,5.21,1.68,1.11,1.86,1.76,0.1520188,0.279511,0.5726923,159.1,181.6,221.6,200.6,266.0,263.1,5.8,-16.97,3.18,67.27,0.2039,0.32,0.19,89.8971428571429,102.0,0.25,0.32,3305.0,0.01101,-0.09,3.5237037037037,10.1,4.29,16.505,-12.6626,-25.4,0.8847,3.0,1.0,0.086,0.225,0.73,-0.15,0.76,0.48,0.56,0.0,1.0
GJ 180 b,3.0,2.0,3.0,2.0,3.0,8.3,8.3,1.89,1.22,2.32,2.09,0.9960187,1.234564,1.549138,254.5,267.9,284.2,298.4,311.9,328.1,10.2,-18.8,3.6,17.38,0.103,0.11,0.1,89.8971428571429,11.5,0.43,0.34,3371.0,0.013018,-0.238157894736842,3.5237037037037,10.9,11.69,4.8972,-17.7734,-27.0,1.745,2.0,2.0,0.093,0.244,-0.87,-0.14,0.74,0.46,0.75,0.0,1.0
GJ 180 b,3.0,2.0,3.0,2.0,3.0,8.3,8.3,1.89,1.22,2.32,2.09,0.9960187,1.234564,1.549138,254.5,267.9,284.2,298.4,304.0,328.1,10.2,-18.8,3.6,17.38,0.103,0.11,0.1,89.8971428571429,11.5,0.43,0.34,3371.0,0.013018,-0.238157894736842,3.5237037037037,10.9,11.69,4.8972,-17.7734,-27.0,1.745,2.0,2.0,0.093,0.244,-0.87,-0.14,0.74,0.46,0.75,0.0,1.0
GJ 180 b,3.0,2.0,3.0,2.0,3.0,8.3,8.3,1.89,1.22,2.32,2.09,0.9960187,1.234564,1.549138,254.5,267.9,284.2,298.4,312.0,328.1,10.2,-18.8,3.6,17.38,0.103,0.11,0.1,89.8971428571429,11.5,0.43,0.34,3371.0,0.013018,-0.238157894736842,3.5237037037037,10.9,11.69,4.8972,-17.7734,-27.0,1.745,2.0,2.0,0.093,0.244,-0.87,-0.14,0.74,0.46,0.75,0.0,1.0
GJ 180 b,3.0,2.0,3.0,2.0,3.0,8.3,8.3,1.89,1.22,2.32,2.09,0.9960187,1.234564,1.549138,254.5,267.9,284.2,298.4,273.0,328.1,10.2,-18.8,3.6,17.38,0.103,0.11,0.1,89.8971428571429,11.5,0.43,0.34,3371.0,0.013018,-0.238157894736842,3.5237037037037,10.9,11.69,4.8972,-17.7734,-27.0,1.745,2.0,2.0,0.093,0.244,-0.87,-0.14,0.74,0.46,0.75,0.0,1.0
GJ 180 b,3.0,2.0,3.0,2.0,3.0,8.3,8.3,1.89,1.22,2.32,2.09,0.9960187,1.234564,1.549138,254.5,267.9,284.2,298.4,292.0,328.1,10.2,-18.8,3.6,17.38,0.103,0.11,0.1,89.8971428571429,11.5,0.43,0.34,3371.0,0.013018,-0.238157894736842,3.5237037037037,10.9,11.69,4.8972,-17.7734,-27.0,1.745,2.0,2.0,0.093,0.244,-0.87,-0.14,0.74,0.46,0.75,0.0,1.0
GJ 180 b,3.0,2.0,3.0,2.0,3.0,8.3,8.3,1.89,1.22,2.32,2.09,0.9960187,1.234564,1.549138,254.5,267.9,284.2,298.4,304.0,328.1,10.2,-18.8,3.6,17.38,0.103,0.11,0.1,89.8971428571429,11.5,0.43,0.34,3371.0,0.013018,-0.238157894736842,3.5237037037037,10.9,11.69,4.8972,-17.7734,-27.0,1.745,2.0,2.0,0.093,0.244,-0.87,-0.14,0.74,0.46,0.75,0.0,1.0
GJ 180 c,3.0,2.0,3.0,2.0,3.0,6.4,6.4,1.77,1.16,2.04,1.9,0.6584886,0.785473,0.9446748,229.5,239.5,251.2,272.1,282.0,293.7,7.4,-18.16,3.36,24.33,0.129,0.09,0.13,89.8971428571429,234.9,0.43,0.34,3371.0,0.013018,-0.238157894736842,3.5237037037037,10.9,11.69,4.8972,-17.7734,-26.5,1.3905,2.0,2.0,0.093,0.244,-0.53,-0.14,0.64,0.54,0.77,0.0,1.0
GJ 180 c,3.0,2.0,3.0,2.0,3.0,6.4,6.4,1.77,1.16,2.04,1.9,0.6584886,0.785473,0.9446748,229.5,239.5,251.2,272.1,284.0,293.7,7.4,-18.16,3.36,24.33,0.129,0.09,0.13,89.8971428571429,234.9,0.43,0.34,3371.0,0.013018,-0.238157894736842,3.5237037037037,10.9,11.69,4.8972,-17.7734,-26.5,1.3905,2.0,2.0,0.093,0.244,-0.53,-0.14,0.64,0.54,0.77,0.0,1.0
GJ 180 c,3.0,2.0,3.0,2.0,3.0,6.4,6.4,1.77,1.16,2.04,1.9,0.6584886,0.785473,0.9446748,229.5,239.5,251.2,272.1,303.0,293.7,7.4,-18.16,3.36,24.33,0.129,0.09,0.13,89.8971428571429,234.9,0.43,0.34,3371.0,0.013018,-0.238157894736842,3.5237037037037,10.9,11.69,4.8972,-17.7734,-26.5,1.3905,2.0,2.0,0.093,0.244,-0.53,-0.14,0.64,0.54,0.77,0.0,1.0
